,fixed acidity,volatile acidity,citric acid,residual sugar,chlorides,free sulfur dioxide,total sulfur dioxide,density,pH,sulphates,alcohol,Type,quality
3912,5.6,0.26,0,10.2,0.038,13,111,0.99315,3.44,0.46,12.4,White Wine,6
124,6.1,0.56,0,2.2,0.079,6,9,0.9948,3.59,0.54,11.5,Red Wine,6
5730,6.5,0.28,0.28,8.5,0.047,54,210,0.9962,3.09,0.54,8.9,White Wine,4
1353,7.1,0.25,0.3,2.4,0.042,25,122,0.994,3.43,0.61,10.5,White Wine,6
542,11.6,0.58,0.66,2.2,0.074,10,47,1.0008,3.25,0.57,9,Red Wine,3
4610,6.6,0.31,0.07,1.5,0.033,55,144,0.99208,3.16,0.42,10,White Wine,5
4528,7.7,0.25,0.3,7.8,0.038,67,196,0.99555,3.1,0.5,10.1,White Wine,5
1436,6.8,0.35,0.53,10.1,0.053,37,151,0.9963,3.07,0.4,9.4,White Wine,5
403,7.8,0.19,0.32,7.4,0.015,47,124,0.99278,2.99,0.39,11,White Wine,6
2545,7.6,0.2,0.34,1.8,0.041,42,148,0.99335,3.35,0.66,11.1,White Wine,6
2573,8.6,0.83,0,2.8,0.095,17,43,0.99822,3.33,0.6,10.4,Red Wine,6
880,8,0.2,0.36,1.2,0.032,21,78,0.9921,3.08,0.37,10.4,White Wine,6
1092,8.3,0.26,0.42,2,0.08,11,27,0.9974,3.21,0.8,9.4,Red Wine,6
4268,6.8,0.785,0,2.4,0.104,14,30,0.9966,3.52,0.55,10.7,Red Wine,6
4746,6.7,0.18,0.28,10.2,0.039,29,115,0.99469,3.11,0.45,10.9,White Wine,7
712,7.5,0.23,0.32,9.2,0.038,54,191,0.9966,3.04,0.56,9.7,White Wine,6
5129,6.4,0.53,0.09,3.9,0.123,14,31,0.9968,3.5,0.67,11,Red Wine,4
5365,6.3,0.16,0.4,1.6,0.033,59,148,0.9914,3.44,0.53,11.4,White Wine,5
6282,6.7,0.24,0.41,2.9,0.039,48,122,0.99052,3.25,0.43,12,White Wine,5
1986,6.4,0.27,0.49,7.3,0.046,53,206,0.9956,3.24,0.43,9.2,White Wine,6
3762,10.2,0.645,0.36,1.8,0.053,5,14,0.9982,3.17,0.42,10,Red Wine,6
4660,5.7,0.135,0.3,4.6,0.042,19,101,0.9946,3.31,0.42,9.3,White Wine,6
5062,7.7,0.965,0.1,2.1,0.112,11,22,0.9963,3.26,0.5,9.5,Red Wine,5
1701,9.3,0.655,0.26,2,0.096,5,35,0.99738,3.25,0.42,9.6,Red Wine,5
5696,8.6,0.26,0.41,2.2,0.049,29,111,0.9941,2.96,0.44,10,White Wine,5
5657,5.9,0.25,0.24,7.4,0.044,21,113,0.99462,3.38,0.58,10.5,White Wine,6
925,6.8,0.14,0.35,1.5,0.047,40,117,0.99111,3.07,0.72,11.1,White Wine,6
648,7,0.24,0.3,4.2,0.04,41,213,0.9927,3.28,0.49,11.8,White Wine,6
4326,6.7,0.46,0.18,2.4,0.034,25,98,0.9896,3.08,0.44,12.6,White Wine,7
4870,15.6,0.685,0.76,3.7,0.1,6,43,1.0032,2.95,0.68,11.2,Red Wine,7
6478,7.8,0.3,0.74,1.8,0.033,33,156,0.991,3.29,0.52,12.8,White Wine,6
1786,7.3,0.27,0.3,1.3,0.04,26,84,0.99222,3.28,0.53,10.7,White Wine,6
305,5.6,0.185,0.49,1.1,0.03,28,117,0.9918,3.55,0.45,10.3,White Wine,6
4813,6.4,0.44,0.26,2,0.054,20,180,0.9952,3.58,0.57,10,White Wine,5
5033,7.1,0.34,0.49,1.5,0.027,26,126,0.99,3.3,0.33,12.2,White Wine,7
5090,6.2,0.25,0.44,15.8,0.057,39,167,0.99804,3.14,0.51,9.2,White Wine,5
3054,6.1,0.33,0.3,3,0.036,30,124,0.98922,3.31,0.4,13.1,White Wine,7
1373,6.4,0.26,0.21,8.2,0.05,51,182,0.99542,3.23,0.48,9.5,White Wine,5
6337,7.5,0.34,0.24,3.85,0.031,5,34,0.99098,3.01,0.36,11.8,White Wine,4
3128,5,0.33,0.16,1.5,0.049,10,97,0.9917,3.48,0.44,10.7,White Wine,6
3846,5.7,0.255,0.65,1.2,0.079,17,137,0.99307,3.2,0.42,9.4,White Wine,5
5746,6.1,0.29,0.27,1.7,0.024,13,76,0.9893,3.21,0.51,12.6,White Wine,7
760,6.7,0.3,0.35,1.4,0.18,36,160,0.9937,3.11,0.54,9.4,White Wine,6
5933,7,0.21,0.28,8.7,0.045,37,222,0.9954,3.25,0.54,10.4,White Wine,6
679,6.9,0.4,0.37,8.9,0.053,36,148,0.996,3.16,0.5,9.3,White Wine,5
4486,5.5,0.62,0.33,1.7,0.037,24,118,0.98758,3.15,0.39,13.55,White Wine,6
716,6.8,0.31,0.32,7.6,0.052,35,143,0.9959,3.14,0.38,9,White Wine,5
5564,7,0.12,0.29,10.3,0.039,41,98,0.99564,3.19,0.38,9.8,White Wine,8
193,6.4,0.28,0.29,1.6,0.052,34,127,0.9929,3.48,0.56,10.5,White Wine,7
3877,7.3,0.22,0.37,14.3,0.063,48,191,0.9978,2.89,0.38,9,White Wine,6
2878,7.4,0.28,0.42,19.8,0.066,53,195,1,2.96,0.44,9.1,White Wine,5
1976,7.8,0.56,0.19,2,0.081,17,108,0.9962,3.32,0.54,9.5,Red Wine,5
474,7.1,0.53,0.07,1.7,0.071,15,24,0.9951,3.29,0.66,10.8,Red Wine,6
2235,6.9,0.74,0.03,2.3,0.054,7,16,0.99508,3.45,0.63,11.5,Red Wine,6
3166,5.9,0.2,0.4,1.3,0.047,23,92,0.99232,3.2,0.45,10,White Wine,6
4301,7,0.12,0.32,7.2,0.058,22,89,0.9966,3.29,0.38,9.2,White Wine,6
6383,6,0.31,0.38,4.8,0.04,41,101,0.98968,3.24,0.56,13.1,White Wine,6
4623,6.4,0.29,0.18,15,0.04,21,116,0.99736,3.14,0.5,9.2,White Wine,5
3901,6.8,0.18,0.28,8.7,0.047,52,242,0.9952,3.22,0.53,10.5,White Wine,6
1176,6.8,0.26,0.22,4.8,0.041,110,198,0.99437,3.29,0.67,10.6,White Wine,5
4466,6.3,0.25,0.53,1.8,0.021,41,101,0.989315,3.19,0.31,13,White Wine,6
2886,6.4,0.29,0.21,9.65,0.041,36,119,0.99334,2.99,0.34,10.93333333,White Wine,6
3222,6.1,0.28,0.27,4.7,0.03,56,140,0.99042,3.16,0.42,12.5,White Wine,8
2322,7.1,0.27,0.31,18.2,0.046,55,252,1,3.07,0.56,8.7,White Wine,5
494,7,0.45,0.34,2.7,0.082,16,72,0.998,3.55,0.6,9.5,Red Wine,5
2384,8.1,0.73,0,2.5,0.081,12,24,0.99798,3.38,0.46,9.6,Red Wine,4
1340,7.1,0.43,0.17,1.8,0.082,27,51,0.99634,3.49,0.64,10.4,Red Wine,5
3512,6.8,0.26,0.44,8.2,0.046,52,183,0.99584,3.2,0.51,9.4,White Wine,5
10,7.3,0.98,0.05,2.1,0.061,20,49,0.99705,3.31,0.55,9.7,Red Wine,3
5968,6.7,0.13,0.29,5.3,0.051,31,122,0.9944,3.44,0.37,9.7,White Wine,6
5164,6.9,0.35,0.39,2.4,0.048,25,157,0.99133,3.2,0.54,11.1,White Wine,7
2147,7.8,0.26,0.44,1.3,0.037,43,132,0.9944,3.18,0.65,10,White Wine,5
890,5.7,0.28,0.36,1.8,0.041,38,90,0.99002,3.27,0.98,11.9,White Wine,7
3286,5.2,0.22,0.46,6.2,0.066,41,187,0.99362,3.19,0.42,9.733333333,White Wine,5
2889,6.5,0.23,0.2,7.5,0.05,44,179,0.99504,3.18,0.48,9.533333333,White Wine,5
4937,8.3,0.655,0.12,2.3,0.083,15,113,0.9966,3.17,0.66,9.8,Red Wine,5
3839,6.5,0.41,0.24,14,0.048,24,113,0.9982,3.44,0.53,9.8,White Wine,6
5943,6.8,0.21,0.4,6.3,0.032,40,121,0.99214,3.18,0.53,12,White Wine,7
2046,6.1,0.59,0.01,2.1,0.056,5,13,0.99472,3.52,0.56,11.4,Red Wine,5
3891,7.8,0.3,0.29,16.85,0.054,23,135,0.9998,3.16,0.38,9,White Wine,6
6165,6,0.33,0.38,9.7,0.04,29,124,0.9954,3.47,0.48,11,White Wine,6
4985,5.6,0.66,0,2.2,0.087,3,11,0.99378,3.71,0.63,12.8,Red Wine,7
110,6.6,0.56,0.22,8.9,0.034,27,133,0.99675,3.2,0.51,9.1,White Wine,5
3998,6.6,0.28,0.3,7.8,0.049,57,202,0.9958,3.24,0.39,9.5,White Wine,5
5730,6.5,0.28,0.28,8.5,0.047,54,210,0.9962,3.09,0.54,8.9,White Wine,4
4824,6.6,0.725,0.2,7.8,0.073,29,79,0.9977,3.29,0.54,9.2,Red Wine,5
1477,9.4,0.16,0.23,1.6,0.042,14,67,0.9942,3.07,0.32,9.5,White Wine,5
2269,7.1,0.18,0.32,12.2,0.048,36,125,0.9967,2.92,0.54,9.4,White Wine,6
6443,6.8,0.33,0.28,1.2,0.032,38,131,0.9889,3.19,0.41,13,White Wine,6
5982,6.2,0.21,0.34,6.6,0.03,36,91,0.9914,3.32,0.45,12.5,White Wine,7
5449,5.9,0.46,0.14,2.7,0.042,27,160,0.9931,3.46,0.51,10.6,White Wine,7
2187,6.7,0.41,0.27,2.6,0.033,25,85,0.99086,3.05,0.34,11.7,White Wine,6
4708,7.1,0.29,0.28,9.3,0.048,50,141,0.9949,3.13,0.49,10.3,White Wine,6
2167,7,0.55,0.13,2.2,0.075,15,35,0.9959,3.36,0.59,9.7,Red Wine,6
6438,9,0.17,0.49,1,0.039,46,131,0.993,3.09,0.51,10.5,White Wine,7
758,9.9,0.54,0.45,2.3,0.071,16,40,0.9991,3.39,0.62,9.4,Red Wine,5
769,6.3,0.22,0.3,2,0.05,23,120,0.99204,3.24,0.47,10.4,White Wine,6
1010,7.5,0.19,0.49,1.6,0.047,42,140,0.9932,3.4,0.47,10.7,White Wine,6
5413,7.3,0.22,0.26,1.5,0.04,32,172,0.99194,3.27,0.48,11.2,White Wine,6
4675,7.2,0.19,0.31,6.3,0.034,17,103,0.99305,3.15,0.52,11.4,White Wine,7
3690,6.3,0.32,0.26,12,0.049,63,170,0.9961,3.14,0.55,9.9,White Wine,6
6487,6.4,0.24,0.27,1.5,0.04,35,105,0.98914,3.13,0.3,12.4,White Wine,6
1845,6.8,0.24,0.31,18.3,0.046,40,142,1,3.3,0.41,8.7,White Wine,5
1641,7.5,0.42,0.31,1.6,0.08,15,42,0.9978,3.31,0.64,9,Red Wine,5
4633,7,0.2,0.31,8,0.05,29,213,0.99596,3.28,0.57,10.4,White Wine,6
1804,8.8,0.39,0.34,5.9,0.055,33,128,0.9927,2.95,0.51,11.8,White Wine,6
3186,6.4,0.17,0.27,6.7,0.036,88,223,0.9948,3.28,0.35,10.2,White Wine,6
2397,8.8,0.61,0.14,2.4,0.067,10,42,0.9969,3.19,0.59,9.5,Red Wine,5
1874,6,0.19,0.71,1.5,0.152,9,55,0.9927,3.12,0.46,9.8,White Wine,6
3015,6.3,0.23,0.33,6.9,0.052,23,118,0.9938,3.23,0.46,10.4,White Wine,6
6216,6.5,0.22,0.19,1.1,0.064,36,191,0.99297,3.05,0.5,9.5,White Wine,6
4784,6.8,0.21,0.37,7,0.038,27,107,0.99206,2.98,0.82,11.5,White Wine,6
3578,6.9,0.4,0.17,12.9,0.033,59,186,0.99754,3.08,0.49,9.4,White Wine,5
1565,7.1,0.15,0.34,5.3,0.034,33,104,0.9953,3.37,0.52,9.3,White Wine,7
3600,6.5,0.26,0.32,6.65,0.059,34,104,0.99254,3.18,0.42,11.1,White Wine,5
87,6.6,0.35,0.29,14.4,0.044,54,177,0.9991,3.17,0.58,8.9,White Wine,6
5598,5.8,0.34,0.21,6.6,0.04,50,167,0.9941,3.29,0.62,10,White Wine,5
6093,10.8,0.45,0.33,2.5,0.099,20,38,0.99818,3.24,0.71,10.8,Red Wine,5
4145,6.7,0.34,0.4,2.1,0.033,34,111,0.98924,2.97,0.48,12.2,White Wine,7
5832,7.1,0.15,0.34,1,0.033,27,73,0.98974,3.24,0.41,12.2,White Wine,6
3941,9.4,0.5,0.34,3.6,0.082,5,14,0.9987,3.29,0.52,10.7,Red Wine,6
2320,7.4,0.61,0.01,2,0.074,13,38,0.99748,3.48,0.65,9.8,Red Wine,5
5490,8.7,0.23,0.32,13.4,0.044,35,169,0.99975,3.12,0.47,8.8,White Wine,7
4648,8.1,0.72,0.09,2.8,0.084,18,49,0.9994,3.43,0.72,11.1,Red Wine,6
4062,6.8,0.39,0.35,11.6,0.044,57,220,0.99775,3.07,0.53,9.3,White Wine,5
5729,5.7,0.27,0.16,9,0.053,32,111,0.99474,3.36,0.37,10.4,White Wine,6
419,5.7,0.32,0.5,2.6,0.049,17,155,0.9927,3.22,0.64,10,White Wine,6
894,7.5,0.27,0.36,7,0.036,45,164,0.9939,3.03,0.33,11,White Wine,5
5611,8.4,0.57,0.44,10.7,0.051,46,195,0.9981,3.15,0.51,10.4,White Wine,5
3536,5.8,0.31,0.32,4.5,0.024,28,94,0.98906,3.25,0.52,13.7,White Wine,7
2667,7.2,0.37,0.15,2,0.029,27,87,0.9903,3.3,0.59,12.6,White Wine,7
4139,6.7,0.23,0.33,1.8,0.036,23,96,0.9925,3.32,0.4,10.8,White Wine,6
1115,6.6,0.24,0.3,11.3,0.026,11,77,0.99381,3.13,0.55,12.8,White Wine,7
1698,6.2,0.34,0.25,12.1,0.059,33,171,0.99769,3.14,0.56,8.7,White Wine,6
4236,7.9,0.18,0.49,5.2,0.051,36,157,0.9953,3.18,0.48,10.6,White Wine,6
3145,6,0.58,0.2,2.4,0.075,15,50,0.99467,3.58,0.67,12.5,Red Wine,6
5477,6.9,0.38,0.25,9.8,0.04,28,191,0.9971,3.28,0.61,9.2,White Wine,5
1148,12,0.5,0.59,1.4,0.073,23,42,0.998,2.92,0.68,10.5,Red Wine,7
1410,7,0.49,0.49,5.6,0.06,26,121,0.9974,3.34,0.76,10.5,Red Wine,5
6237,6,0.5,0,1.4,0.057,15,26,0.99448,3.36,0.45,9.5,Red Wine,5
1958,7.4,0.18,0.36,13.1,0.056,72,163,1,3.42,0.35,9.1,White Wine,6
3324,6.4,0.19,0.42,2.9,0.032,32,83,0.9908,3.3,0.41,11.7,White Wine,6
2128,8.2,0.51,0.24,2,0.079,16,86,0.99764,3.34,0.64,9.5,Red Wine,6
5575,5.1,0.29,0.28,8.3,0.026,27,107,0.99308,3.36,0.37,11,White Wine,6
489,7.8,0.21,0.49,1.35,0.052,6,48,0.9911,3.15,0.28,11.4,White Wine,5
3674,8.3,0.3,0.36,10,0.042,33,169,0.9982,3.23,0.51,9.3,White Wine,6
2633,5.8,0.23,0.31,4.5,0.046,42,124,0.99324,3.31,0.64,10.8,White Wine,6
3659,8.1,0.66,0.22,2.2,0.069,9,23,0.9968,3.3,1.2,10.3,Red Wine,5
5059,6.2,0.25,0.31,3.2,0.03,32,150,0.99014,3.18,0.31,12,White Wine,6
4213,6.1,0.25,0.48,15.8,0.052,25,94,0.99782,3.07,0.45,9.2,White Wine,6
1403,6.8,0.19,0.33,4.9,0.047,42,130,0.99283,3.12,0.56,11,White Wine,6
5505,6.1,0.22,0.25,12.1,0.035,54,135,0.99481,3.21,0.4,10.7,White Wine,5
1839,7.3,0.25,0.41,1.8,0.037,52,165,0.9911,3.29,0.39,12.2,White Wine,7
2268,6,0.34,0.32,3.8,0.044,13,116,0.99108,3.39,0.44,11.8,White Wine,7
6068,6.4,0.1,0.35,4.9,0.048,31,103,0.9947,3.43,0.79,9.7,White Wine,6
5531,7.6,0.48,0.28,10.4,0.049,57,205,0.99748,3.24,0.45,9.3,White Wine,5
4854,6.6,0.66,0,3,0.115,21,31,0.99629,3.45,0.63,10.3,Red Wine,5
4616,7.4,0.28,0.25,11.9,0.053,25,148,0.9976,3.1,0.62,9.2,White Wine,5
684,7.6,0.2,0.26,4.8,0.033,26,76,0.99076,2.98,0.49,12.3,White Wine,7
5901,7,0.685,0,1.9,0.067,40,63,0.9979,3.6,0.81,9.9,Red Wine,5
3970,9.8,0.45,0.38,2.5,0.081,34,66,0.99726,3.15,0.58,9.8,Red Wine,5
5433,8,0.13,0.25,1.1,0.033,15,86,0.99044,2.98,0.39,11.2,White Wine,8
3643,6.6,0.26,0.56,15.4,0.053,32,141,0.9981,3.11,0.49,9.3,White Wine,5
1758,7.9,0.18,0.49,5.2,0.051,36,157,0.9953,3.18,0.48,10.6,White Wine,6
2603,6.7,0.27,0.31,15.7,0.036,44,179,0.9979,3.26,0.56,9.6,White Wine,5
5624,6.6,0.64,0.31,6.1,0.083,7,49,0.99718,3.35,0.68,10.3,Red Wine,5
4869,6.1,0.22,0.4,1.85,0.031,25,111,0.98966,3.03,0.3,11.8,White Wine,7
3943,7.4,0.6,0.26,2.1,0.083,17,91,0.99616,3.29,0.56,9.8,Red Wine,6
2460,6.6,0.32,0.22,16.7,0.046,38,133,0.9979,3.22,0.67,10.4,White Wine,6
4377,6.6,0.23,0.27,5.6,0.043,43,164,0.9953,3.27,0.76,9.5,White Wine,5
5715,6.4,0.865,0.03,3.2,0.071,27,58,0.995,3.61,0.49,12.7,Red Wine,6
4547,6.1,0.38,0.2,6.6,0.033,25,137,0.9938,3.3,0.69,10.4,White Wine,6
994,9.9,0.53,0.57,2.4,0.093,30,52,0.9971,3.19,0.76,11.6,Red Wine,7
229,6.6,0.35,0.34,4.9,0.032,9,125,0.99253,3.32,0.81,12,White Wine,5
3277,5.3,0.47,0.11,2.2,0.048,16,89,0.99182,3.54,0.88,13.6,Red Wine,7
5810,6.8,0.17,0.17,5.1,0.049,26,82,0.993,3,0.38,9.8,White Wine,6
3518,6,0.4,0.3,1.6,0.047,30,117,0.9931,3.17,0.48,10.1,White Wine,6
621,7,0.22,0.32,1.6,0.045,40,120,0.9914,2.98,0.44,10.5,White Wine,6
733,10,0.29,0.4,2.9,0.098,10,26,1.0006,3.48,0.91,9.7,Red Wine,5
5216,8.6,0.31,0.3,0.9,0.045,16,109,0.99249,2.95,0.39,10.1,White Wine,5
4992,6.1,0.28,0.25,6.9,0.056,44,201,0.9955,3.19,0.4,9.1,White Wine,6
5315,6.8,0.815,0,1.2,0.267,16,29,0.99471,3.32,0.51,9.8,Red Wine,3
4505,6.5,0.4,0.1,2,0.076,30,47,0.99554,3.36,0.48,9.4,Red Wine,6
507,6.8,0.18,0.32,7.2,0.047,17,109,0.99498,3.42,0.44,10.4,White Wine,6
4472,7.6,0.23,0.4,5.2,0.066,14,91,0.99488,3.17,0.8,9.7,White Wine,5
4799,7.6,0.23,0.64,12.9,0.033,54,170,0.998,3,0.53,8.8,White Wine,5
1891,13.7,0.415,0.68,2.9,0.085,17,43,1.0014,3.06,0.8,10,Red Wine,6
5425,7.2,0.44,0.28,3.4,0.048,22,112,0.99188,3.21,0.37,11.3,White Wine,7
579,11.1,0.18,0.48,1.5,0.068,7,15,0.9973,3.22,0.64,10.1,Red Wine,6
5827,7.4,0.3,0.22,5.25,0.053,33,180,0.9926,3.13,0.45,11.6,White Wine,6
1736,11.5,0.59,0.59,2.6,0.087,13,49,0.9988,3.18,0.65,11,Red Wine,6
2421,6.2,0.24,0.22,7.9,0.053,45,149,0.99545,3.23,0.52,9.3,White Wine,5
1696,5,0.35,0.25,7.8,0.031,24,116,0.99241,3.39,0.4,11.3,White Wine,6
3448,6.8,0.18,0.37,1.5,0.027,37,93,0.992,3.3,0.45,10.8,White Wine,6
1999,5.7,0.44,0.13,7,0.025,28,173,0.9913,3.33,0.48,12.5,White Wine,6
4049,10.5,0.24,0.47,2.1,0.066,6,24,0.9978,3.15,0.9,11,Red Wine,7
2007,6.1,0.27,0.43,7.5,0.049,65,243,0.9957,3.12,0.47,9,White Wine,5
184,6.2,0.25,0.39,1.3,0.051,42,135,0.9906,3.23,0.4,11.1,White Wine,6
5945,11.6,0.475,0.4,1.4,0.091,6,28,0.99704,3.07,0.65,10.03333333,Red Wine,6
3217,7.8,0.26,0.49,3.1,0.045,21,116,0.9931,3.16,0.35,10.3,White Wine,5
3903,7.4,0.2,0.35,2.1,0.038,30,116,0.9949,3.49,0.77,10.3,White Wine,7
6204,9.2,0.43,0.49,2.4,0.086,23,116,0.9976,3.23,0.64,9.5,Red Wine,5
6420,6.3,0.25,0.44,1.7,0.024,36,116,0.98935,3.18,0.4,12.5,White Wine,6
5692,7.5,0.17,0.32,1.7,0.04,51,148,0.9916,3.21,0.44,11.5,White Wine,7
6042,6.9,0.31,0.34,1.6,0.032,23,128,0.9917,3.37,0.47,11.7,White Wine,6
2869,9.4,0.23,0.56,16.45,0.063,52.5,282,1.00098,3.1,0.51,9.3,White Wine,5
5134,5.6,0.2,0.22,1.3,0.049,25,155,0.99296,3.74,0.43,10,White Wine,5
2462,7.2,0.27,0.27,2.4,0.048,30,149,0.9936,3.1,0.51,9.2,White Wine,6
5041,7.6,0.31,0.27,8.8,0.021,57,156,0.99442,3.08,0.38,11,White Wine,7
3222,6.1,0.28,0.27,4.7,0.03,56,140,0.99042,3.16,0.42,12.5,White Wine,8
3073,7.8,0.27,0.28,1.8,0.05,21,127,0.9934,3.15,0.44,9.9,White Wine,5
953,5.8,1.01,0.66,2,0.039,15,88,0.99357,3.66,0.6,11.5,Red Wine,6
5149,7.6,0.665,0.1,1.5,0.066,27,55,0.99655,3.39,0.51,9.3,Red Wine,5
6061,6,0.17,0.21,6,0.05,26,134,0.9939,3.08,0.54,9.8,White Wine,6
4214,6.8,0.39,0.34,7.4,0.02,38,133,0.99212,3.18,0.44,12,White Wine,7
3995,6.9,0.22,0.32,5.8,0.041,20,119,0.99296,3.17,0.55,11.2,White Wine,6
4581,7,0.27,0.32,6.8,0.047,47,193,0.9938,3.23,0.39,11.4,White Wine,6
2952,7.2,0.31,0.5,13.3,0.056,68,195,0.9982,3.01,0.47,9.2,White Wine,5
157,7.1,0.47,0.29,14.8,0.024,22,142,0.99518,3.12,0.48,12,White Wine,8
419,5.7,0.32,0.5,2.6,0.049,17,155,0.9927,3.22,0.64,10,White Wine,6
1917,10.8,0.32,0.44,1.6,0.063,16,37,0.9985,3.22,0.78,10,Red Wine,6
2010,6.5,0.13,0.27,2.6,0.035,32,76,0.9914,3.21,0.76,11.33333333,White Wine,6
2090,8,0.23,0.46,1.5,0.03,30,125,0.9907,3.23,0.47,12.5,White Wine,6
592,7.8,0.32,0.33,10.4,0.031,47,194,0.99692,3.07,0.58,9.6,White Wine,6
343,10.4,0.52,0.45,2,0.08,6,13,0.99774,3.22,0.76,11.4,Red Wine,6
5007,6.6,0.39,0.49,1.7,0.07,23,149,0.9922,3.12,0.5,11.5,Red Wine,6
5945,11.6,0.475,0.4,1.4,0.091,6,28,0.99704,3.07,0.65,10.03333333,Red Wine,6
6055,9.2,0.755,0.18,2.2,0.148,10,103,0.9969,2.87,1.36,10.2,Red Wine,6
6036,8.1,0.66,0.7,2.2,0.098,25,129,0.9972,3.08,0.53,9,Red Wine,5
3947,6.3,0.23,0.21,5.1,0.035,29,142,0.9942,3.36,0.33,10.1,White Wine,7
2473,8.5,0.37,0.2,2.8,0.09,18,58,0.998,3.34,0.7,9.6,Red Wine,6
2476,7.6,0.34,0.39,7.6,0.04,45,215,0.9965,3.11,0.53,9.2,White Wine,6
886,7.2,0.63,0.03,2.2,0.08,17,88,0.99745,3.53,0.58,9.8,Red Wine,6
331,6.7,0.3,0.29,2.8,0.025,37,107,0.99159,3.31,0.63,11.3,White Wine,7
2684,7.9,0.29,0.31,7.35,0.034,37,154,0.9938,3.06,0.31,10.8,White Wine,5
217,7.1,0.28,0.19,7.8,0.04,48,184,0.99579,3.16,0.5,9.4,White Wine,5
971,7,0.16,0.3,2.6,0.043,34,90,0.99047,2.88,0.47,11.2,White Wine,6
5197,7,0.17,0.31,4.8,0.034,34,132,0.9944,3.36,0.48,9.6,White Wine,7
4025,7.2,0.61,0.08,4,0.082,26,108,0.99641,3.25,0.51,9.4,Red Wine,5
4787,6.6,0.33,0.32,15.6,0.054,62,227,0.99734,3.25,0.56,10.4,White Wine,5
3588,6.8,0.16,0.29,10.4,0.046,59,143,0.99518,3.2,0.4,10.8,White Wine,6
1634,6.9,0.23,0.4,7.5,0.04,50,151,0.9927,3.11,0.27,11.4,White Wine,6
831,6.2,0.1,0.41,1,0.04,17,76,0.98988,3.14,0.56,11.4,White Wine,7
4418,7.6,0.28,0.39,1.9,0.052,23,116,0.9941,3.25,0.4,10.4,White Wine,6
3605,7.2,0.16,0.26,7.1,0.054,41,224,0.9966,3.38,0.55,10.1,White Wine,5
3372,6.6,0.23,0.3,14.9,0.051,33,118,0.99835,3.04,0.54,9,White Wine,6
1134,8.5,0.19,0.49,3.5,0.044,29,117,0.9938,3.14,0.51,10.1,White Wine,6
2898,5.5,0.17,0.23,2.9,0.039,10,108,0.99243,3.28,0.5,10,White Wine,5
3315,5.6,0.18,0.58,1.25,0.034,29,129,0.98984,3.51,0.6,12,White Wine,7
4617,6.4,0.35,0.51,7.8,0.055,53,177,0.99502,3.12,0.45,9.6,White Wine,5
5425,7.2,0.44,0.28,3.4,0.048,22,112,0.99188,3.21,0.37,11.3,White Wine,7
3029,9.5,0.86,0.26,1.9,0.079,13,28,0.99712,3.25,0.62,10,Red Wine,5
4092,7.3,0.19,0.27,13.9,0.057,45,155,0.99807,2.94,0.41,8.8,White Wine,8
2745,8.4,0.62,0.12,1.8,0.072,38,46,0.99504,3.38,0.89,11.8,Red Wine,6
4959,7.5,0.26,0.3,4.6,0.027,29,92,0.99085,3.15,0.38,12,White Wine,7
1629,7.4,0.58,0,2,0.064,7,11,0.99562,3.45,0.58,11.3,Red Wine,6
1469,5.9,0.25,0.25,11.3,0.052,30,165,0.997,3.24,0.44,9.5,White Wine,6
2261,7.6,0.2,0.3,14.2,0.056,53,212.5,0.999,3.14,0.46,8.9,White Wine,8
166,6,0.32,0.3,1.9,0.033,41,142,0.98912,3.29,0.42,12.8,White Wine,7
6098,6.4,0.15,0.4,1.5,0.042,23,87,0.98972,3.11,0.46,12.2,White Wine,7
4237,6,0.3,0.44,1.5,0.046,15,182,0.99455,3.5,0.52,10.4,White Wine,5
1736,11.5,0.59,0.59,2.6,0.087,13,49,0.9988,3.18,0.65,11,Red Wine,6
4802,6.9,0.25,0.3,4.1,0.054,23,116,0.994,2.99,0.38,9.4,White Wine,6
3972,9.3,0.41,0.39,2.2,0.064,12,31,0.9984,3.26,0.65,10.2,Red Wine,5
2565,7.4,0.35,0.31,17.95,0.062,42,187,1.0002,3.27,0.64,9.1,White Wine,5
3367,6.1,0.22,0.49,1.5,0.051,18,87,0.9928,3.3,0.46,9.6,White Wine,5
1871,7.1,0.65,0.18,1.8,0.07,13,40,0.997,3.44,0.6,9.1,Red Wine,5
50,5.3,0.3,0.3,1.2,0.029,25,93,0.98742,3.31,0.4,13.6,White Wine,7
623,7.1,0.17,0.4,14.55,0.047,47,156,0.99945,3.34,0.78,9.1,White Wine,6
354,7,0.31,0.35,1.6,0.063,13,119,0.99184,3.22,0.5,10.7,White Wine,5
3658,9,0.2,0.33,3.5,0.049,10,40,0.9944,3.14,0.36,9.8,White Wine,6
3178,7.7,0.96,0.2,2,0.047,15,60,0.9955,3.36,0.44,10.9,Red Wine,5
3202,7.4,0.22,0.26,1.2,0.035,18,97,0.99245,3.12,0.41,9.7,White Wine,6
3184,6.9,0.22,0.39,6,0.035,44,141,0.99123,3.11,0.33,12.5,White Wine,6
2466,6.6,0.58,0.02,2,0.062,37,53,0.99374,3.35,0.76,11.6,Red Wine,7
3650,8.8,0.19,0.3,5,0.028,34,120,0.99242,2.94,0.47,11.2,White Wine,5
139,5.6,0.24,0.34,2,0.041,14,73,0.98981,3.04,0.45,11.6,White Wine,7
