Date,Price,Open,High,Low,Vol.,Change %
12/16/2014,"17,830.55","18,249.00","18,308.95","17,776.35",63.86M,-2.95%
12/15/2014,"18,372.65","18,176.70","18,470.05","18,157.25",41.44M,0.40%
12-12-2014,"18,299.75","18,413.70","18,501.75","18,236.55",38.15M,-0.57%
12-11-2014,"18,405.00","18,427.50","18,529.65","18,218.40",45.85M,-0.31%
12-10-2014,"18,462.95","18,183.10","18,532.90","18,183.10",47.19M,0.94%
12-09-2014,"18,290.65","18,499.95","18,585.35","18,248.10",39.68M,-1.19%
12-08-2014,"18,510.05","18,804.95","18,804.95","18,486.55",32.48M,-1.32%
12-05-2014,"18,756.75","18,827.60","18,875.45","18,706.25",41.36M,-0.14%
12-04-2014,"18,782.85","18,758.80","18,793.15","18,575.35",46.28M,0.73%
12-03-2014,"18,645.85","18,549.75","18,723.65","18,518.00",44.13M,0.49%
12-02-2014,"18,555.85","18,434.75","18,601.85","18,301.00",54.74M,0.16%
12-01-2014,"18,525.30","18,586.95","18,676.10","18,497.00",43.68M,0.07%
11/28/2014,"18,513.15","18,082.40","18,615.40","18,082.40",67.16M,2.72%
11/27/2014,"18,022.50","17,988.70","18,054.65","17,898.40",44.02M,0.26%
11/26/2014,"17,975.95","17,914.35","18,128.15","17,890.85",32.39M,-0.34%
11/25/2014,"18,037.05","18,261.95","18,261.95","17,992.50",57.61M,-1.34%
11/24/2014,"18,281.95","18,128.60","18,313.10","18,119.65",40.44M,1.25%
11/21/2014,"18,056.30","17,767.75","18,139.95","17,716.65",56.33M,2.33%
11/20/2014,"17,645.05","17,649.35","17,681.80","17,546.70",38.06M,0.34%
11/19/2014,"17,585.65","17,739.20","17,745.70","17,557.10",19.84M,-0.66%
11/18/2014,"17,702.55","17,672.85","17,750.25","17,601.15",24.17M,0.35%
11/17/2014,"17,640.40","17,571.70","17,676.60","17,469.25",26.93M,0.36%
11/14/2014,"17,576.80","17,460.55","17,601.15","17,410.50",27.02M,0.71%
11/13/2014,"17,453.00","17,645.30","17,651.00","17,389.65",23.66M,-0.76%
11-12-2014,"17,587.05","17,461.45","17,635.90","17,453.45",27.09M,1.13%
11-11-2014,"17,390.20","17,266.25","17,434.15","17,220.45",22.49M,0.74%
11-10-2014,"17,262.40","17,364.65","17,412.00","17,203.00",18.62M,-0.49%
11-07-2014,"17,347.05","17,366.85","17,383.60","17,202.20",27.54M,-0.03%
11-05-2014,"17,352.95","17,201.45","17,425.20","17,157.80",26.88M,1.28%
11-03-2014,"17,134.10","17,087.00","17,168.40","16,934.85",27.95M,0.52%
10/31/2014,"17,045.05","16,812.45","17,060.15","16,783.65",30.07M,1.70%
10/30/2014,"16,760.05","16,606.50","16,776.35","16,561.35",32.01M,0.76%
10/29/2014,"16,634.05","16,770.20","16,770.20","16,596.25",19.02M,-0.20%
10/28/2014,"16,667.00","16,607.50","16,702.30","16,607.50",18.06M,0.67%
10/27/2014,"16,556.60","16,538.90","16,664.30","16,470.85",22.94M,0.53%
10/23/2014,"16,470.05","16,508.40","16,524.90","16,444.05",2.96M,0.15%
10/22/2014,"16,444.70","16,570.40","16,572.50","16,365.60",22.17M,0.11%
10/21/2014,"16,427.25","16,281.95","16,452.85","16,269.00",37.13M,1.30%
10/20/2014,"16,216.60","16,259.70","16,297.25","16,157.05",32.10M,1.80%
10/17/2014,"15,929.80","15,617.35","15,973.50","15,603.45",31.31M,2.50%
10/16/2014,"15,541.60","15,690.35","15,836.15","15,477.05",30.86M,-1.33%
10/14/2014,"15,751.55","15,790.95","15,843.70","15,560.25",32.23M,0.47%
10/13/2014,"15,677.50","15,360.70","15,705.70","15,301.65",26.08M,1.45%
10-10-2014,"15,453.80","15,603.45","15,628.75","15,439.35",24.18M,-1.83%
10-09-2014,"15,741.20","15,434.35","15,795.65","15,434.35",27.78M,2.59%
10-08-2014,"15,344.00","15,130.35","15,371.80","15,130.35",19.84M,1.08%
10-07-2014,"15,180.25","15,214.25","15,344.60","15,157.70",20.60M,-0.89%
10-01-2014,"15,316.20","15,370.70","15,377.60","15,270.95",20.67M,-0.49%
09/30/2014,"15,392.25","15,441.35","15,596.10","15,336.70",28.37M,-0.53%
09/29/2014,"15,473.55","15,636.45","15,636.45","15,420.80",20.42M,-0.86%
09/26/2014,"15,607.25","15,262.90","15,666.40","15,168.40",37.25M,2.01%
09/25/2014,"15,299.05","15,690.50","15,734.10","15,213.35",41.72M,-2.80%
09/24/2014,"15,740.30","15,883.45","15,954.45","15,625.85",26.02M,-1.02%
09/23/2014,"15,902.85","16,194.40","16,240.55","15,894.55",23.89M,-1.80%
09/22/2014,"16,194.55","16,052.55","16,272.35","16,021.15",19.10M,0.26%
09/19/2014,"16,152.15","16,197.50","16,197.50","16,064.60",23.90M,-0.03%
09/18/2014,"16,156.85","15,778.75","16,173.80","15,770.80",21.55M,2.01%
09/17/2014,"15,838.60","15,926.85","15,937.30","15,799.70",22.26M,-0.03%
09/16/2014,"15,844.10","16,160.70","16,169.60","15,814.65",28.61M,-2.00%
09/15/2014,"16,167.55","16,158.65","16,239.70","16,106.05",27.06M,-0.53%
09-12-2014,"16,254.15","16,208.00","16,278.65","16,145.70",22.58M,0.31%
09-11-2014,"16,204.15","16,197.30","16,309.70","16,166.85",30.04M,0.32%
09-10-2014,"16,151.75","16,173.50","16,190.50","16,053.90",20.60M,-0.03%
09-09-2014,"16,156.75","16,171.80","16,199.10","16,085.70",17.49M,-0.31%
09-08-2014,"16,206.70","16,084.20","16,222.55","16,049.25",20.52M,1.40%
09-05-2014,"15,982.50","16,030.45","16,111.00","15,891.75",21.49M,-0.32%
09-04-2014,"16,033.55","16,102.90","16,114.75","15,926.65",21.70M,-0.47%
09-03-2014,"16,110.00","16,208.55","16,208.55","16,048.10",30.66M,-0.13%
09-02-2014,"16,130.55","16,049.75","16,170.85","16,047.30",26.32M,0.74%
09-01-2014,"16,012.80","15,790.25","16,060.20","15,790.25",23.69M,1.73%
08/28/2014,"15,740.40","15,758.05","15,794.60","15,688.15",27.07M,0.14%
08/27/2014,"15,717.65","15,745.60","15,758.85","15,669.05",18.35M,0.60%
08/26/2014,"15,624.10","15,530.65","15,674.55","15,503.40",21.08M,-0.29%
08/25/2014,"15,669.00","15,817.55","15,973.35","15,625.45",22.47M,-0.95%
08/22/2014,"15,819.15","15,699.05","15,865.30","15,696.30",32.03M,1.00%
08/21/2014,"15,662.20","15,475.50","15,721.95","15,462.50",34.52M,1.17%
08/20/2014,"15,481.70","15,566.75","15,566.75","15,448.90",19.91M,-0.28%
08/19/2014,"15,524.65","15,507.05","15,624.35","15,469.85",31.94M,0.55%
08/18/2014,"15,439.75","15,099.70","15,465.05","15,068.35",28.41M,2.32%
08/14/2014,"15,089.65","14,954.20","15,144.75","14,940.30",24.75M,1.20%
08/13/2014,"14,910.90","15,007.25","15,078.35","14,843.80",27.19M,-0.97%
08-12-2014,"15,056.70","14,943.80","15,078.10","14,850.15",19.70M,1.41%
08-11-2014,"14,846.80","14,858.75","14,896.90","14,807.00",20.92M,0.55%
08-08-2014,"14,765.75","14,831.75","14,858.95","14,709.10",27.15M,-1.48%
08-07-2014,"14,986.85","15,004.85","15,135.10","14,956.85",21.98M,-0.15%
08-06-2014,"15,008.65","15,209.05","15,239.35","14,983.50",21.26M,-1.86%
08-05-2014,"15,293.25","15,283.60","15,343.50","15,105.90",27.42M,0.33%
08-04-2014,"15,242.35","15,242.25","15,326.15","15,128.10",22.94M,0.76%
08-01-2014,"15,127.80","15,137.60","15,417.25","15,096.10",36.34M,-0.92%
07/31/2014,"15,267.60","15,447.90","15,499.50","15,233.00",39.21M,-1.20%
07/30/2014,"15,452.40","15,256.20","15,470.60","15,184.65",29.17M,1.58%
07/28/2014,"15,212.15","15,399.50","15,403.90","15,162.05",22.72M,-0.72%
07/25/2014,"15,322.25","15,494.85","15,571.90","15,272.45",27.78M,-1.37%
07/24/2014,"15,534.35","15,471.35","15,559.10","15,410.20",28.22M,0.46%
07/23/2014,"15,463.00","15,513.45","15,626.90","15,398.70",31.13M,0.23%
07/22/2014,"15,427.35","15,440.35","15,473.35","15,306.35",21.71M,0.27%
07/21/2014,"15,385.95","15,510.00","15,554.90","15,355.35",26.14M,-0.02%
07/18/2014,"15,389.35","15,169.00","15,463.15","15,089.30",30.49M,0.79%
07/17/2014,"15,269.05","15,258.95","15,301.95","15,156.00",26.11M,0.02%
07/16/2014,"15,265.45","15,033.95","15,299.80","15,006.45",39.30M,2.51%
07/15/2014,"14,891.90","14,601.85","14,919.55","14,601.85",32.86M,2.78%
07/14/2014,"14,489.75","14,508.10","14,561.75","14,338.65",28.20M,0.29%
07-11-2014,"14,447.20","14,796.90","14,918.85","14,406.65",33.02M,-2.53%
07-10-2014,"14,821.70","14,940.00","15,371.05","14,621.95",48.10M,-0.73%
07-09-2014,"14,931.10","15,008.25","15,093.45","14,827.10",30.66M,-0.44%
07-08-2014,"14,997.50","15,437.40","15,437.40","14,889.35",26.42M,-2.41%
07-07-2014,"15,367.60","15,589.50","15,592.80","15,349.20",33.22M,-1.21%
07-04-2014,"15,556.15","15,458.75","15,582.65","15,305.00",20.78M,0.68%
07-03-2014,"15,451.65","15,512.75","15,554.70","15,431.50",22.30M,-0.25%
07-02-2014,"15,490.35","15,464.55","15,519.30","15,414.85",23.65M,1.10%
07-01-2014,"15,321.35","15,288.80","15,365.65","15,261.15",24.83M,0.52%
06/30/2014,"15,241.90","15,059.10","15,329.95","15,059.10",29.76M,1.66%
06/27/2014,"14,992.35","15,092.25","15,117.15","14,946.85",20.19M,-0.38%
06/26/2014,"15,050.00","15,247.10","15,333.25","15,020.65",37.29M,-1.23%
06/25/2014,"15,237.85","15,320.95","15,320.95","15,221.15",23.37M,-0.47%
06/24/2014,"15,309.50","15,142.35","15,341.95","15,142.35",29.14M,1.55%
06/23/2014,"15,076.35","15,014.20","15,148.00","14,940.35",25.01M,0.52%
06/20/2014,"14,997.65","15,064.45","15,195.55","14,978.50",21.88M,-0.46%
06/19/2014,"15,067.40","15,282.05","15,332.75","14,976.15",26.24M,-1.01%
06/18/2014,"15,220.40","15,369.50","15,461.55","15,128.45",36.08M,-0.99%
06/17/2014,"15,373.20","14,982.35","15,393.75","14,933.25",36.26M,2.28%
06/16/2014,"15,030.00","15,055.20","15,091.30","14,858.90",32.73M,-0.51%
06/13/2014,"15,106.90","15,506.75","15,599.75","15,083.90",33.04M,-2.31%
06-12-2014,"15,464.85","15,456.25","15,518.75","15,293.40",26.80M,0.09%
06-11-2014,"15,450.55","15,436.05","15,660.05","15,367.60",40.21M,0.15%
06-10-2014,"15,427.80","15,585.40","15,585.40","15,337.85",30.47M,-0.90%
06-09-2014,"15,567.40","15,625.40","15,725.80","15,522.85",41.92M,0.16%
06-06-2014,"15,543.15","15,405.75","15,576.05","15,320.75",39.72M,1.71%
06-05-2014,"15,282.15","15,250.60","15,337.15","15,152.40",34.69M,-0.33%
06-04-2014,"15,333.40","15,221.30","15,396.90","15,171.15",32.58M,0.50%
06-03-2014,"15,257.50","15,335.85","15,414.05","15,148.50",36.32M,-0.19%
06-02-2014,"15,287.25","14,786.45","15,321.80","14,770.00",33.47M,3.34%
05/30/2014,"14,793.40","15,093.10","15,108.80","14,709.30",43.26M,-1.58%
05/29/2014,"15,030.30","15,169.25","15,254.50","15,007.50",44.81M,-0.94%
05/28/2014,"15,173.35","15,075.60","15,198.35","15,032.45",26.98M,0.59%
05/27/2014,"15,084.00","15,141.50","15,158.40","14,934.95",30.64M,-0.61%
05/26/2014,"15,175.90","15,431.95","15,568.05","14,969.25",52.77M,-0.72%
05/23/2014,"15,285.50","15,091.70","15,321.25","14,972.60",53.88M,1.53%
05/22/2014,"15,055.55","15,009.90","15,204.45","14,938.25",37.48M,0.69%
05/21/2014,"14,952.10","15,126.60","15,126.60","14,857.50",36.92M,-1.05%
05/20/2014,"15,111.20","15,351.65","15,362.55","15,087.70",46.75M,-0.73%
05/19/2014,"15,222.15","15,032.00","15,305.65","15,032.00",57.77M,2.49%
05/16/2014,"14,853.00","14,675.60","15,742.05","14,468.10",103.89M,4.33%
05/15/2014,"14,236.55","14,186.10","14,301.30","14,159.10",55.35M,0.21%
05/14/2014,"14,207.10","14,124.55","14,320.75","14,063.60",55.15M,0.29%
05/13/2014,"14,165.55","14,269.25","14,367.75","14,105.65",62.51M,0.57%
05-12-2014,"14,085.05","13,801.00","14,152.45","13,801.00",44.36M,2.43%
05-09-2014,"13,750.50","13,023.40","13,814.25","13,017.90",50.62M,5.47%
05-08-2014,"13,037.40","12,982.75","13,095.50","12,952.50",23.55M,0.77%
05-07-2014,"12,938.20","12,944.90","13,017.00","12,877.75",25.76M,-0.21%
05-06-2014,"12,966.05","12,961.50","13,012.55","12,917.15",24.62M,0.66%
05-05-2014,"12,880.65","12,841.40","12,981.60","12,773.05",33.00M,0.30%
05-02-2014,"12,842.00","12,920.35","12,995.60","12,818.85",19.44M,-0.11%
04/30/2014,"12,855.85","12,946.10","13,100.75","12,738.60",41.07M,-0.42%
04/29/2014,"12,910.55","13,107.55","13,124.30","12,897.35",28.07M,-1.31%
04/28/2014,"13,081.55","13,038.95","13,116.00","12,927.75",29.68M,0.36%
04/25/2014,"13,034.50","13,134.50","13,268.60","12,968.80",40.06M,-0.67%
04/23/2014,"13,122.10","12,961.35","13,176.05","12,957.90",49.61M,1.04%
04/22/2014,"12,987.10","12,989.55","13,040.15","12,913.90",24.79M,0.22%
04/21/2014,"12,958.50","12,845.30","13,002.75","12,838.85",30.12M,1.34%
04/17/2014,"12,787.25","12,564.55","12,819.10","12,514.80",32.61M,1.78%
04/16/2014,"12,563.15","12,557.40","12,727.05","12,514.75",30.57M,-0.13%
04/15/2014,"12,579.90","12,830.50","12,831.60","12,537.70",27.14M,-2.03%
04-11-2014,"12,840.20","12,822.25","12,934.90","12,777.95",24.95M,-0.84%
04-10-2014,"12,949.40","12,937.40","13,055.60","12,881.20",38.38M,0.09%
04-09-2014,"12,937.40","12,593.15","12,957.55","12,548.45",40.09M,3.45%
04-07-2014,"12,506.45","12,562.35","12,615.35","12,439.55",27.57M,-0.36%
04-04-2014,"12,551.70","12,523.30","12,656.50","12,430.85",29.59M,-0.10%
04-03-2014,"12,563.85","12,749.85","12,754.75","12,518.00",35.36M,-1.19%
04-02-2014,"12,715.30","12,674.35","12,740.15","12,542.35",40.38M,1.01%
04-01-2014,"12,588.50","12,806.15","12,806.15","12,509.95",37.85M,-1.21%
03/31/2014,"12,742.05","12,855.50","12,869.35","12,660.05",40.63M,-0.10%
03/28/2014,"12,754.70","12,693.25","12,787.50","12,633.30",48.62M,1.19%
03/27/2014,"12,604.95","12,560.90","12,767.50","12,513.10",55.37M,0.69%
03/26/2014,"12,518.35","12,529.45","12,570.60","12,469.15",36.25M,0.55%
03/25/2014,"12,450.00","12,403.65","12,523.70","12,394.30",24.97M,0.34%
03/24/2014,"12,408.15","12,134.65","12,423.00","12,134.65",30.97M,2.75%
03/22/2014,"12,075.80","12,111.85","12,111.85","12,061.65",1.62M,-0.14%
03/21/2014,"12,092.35","12,083.45","12,123.15","12,043.40",33.49M,0.62%
03/20/2014,"12,017.25","12,160.65","12,160.65","11,989.95",22.77M,-1.39%
03/19/2014,"12,186.55","12,190.85","12,256.45","12,132.40",33.28M,0.59%
03/18/2014,"12,114.85","12,093.20","12,268.75","12,052.35",38.15M,0.49%
03/14/2014,"12,055.85","11,984.50","12,090.05","11,867.15",34.69M,-0.71%
03/13/2014,"12,141.45","12,062.35","12,308.70","12,062.35",34.35M,0.98%
03-12-2014,"12,024.10","11,997.85","12,142.90","11,887.75",33.14M,-0.16%
03-11-2014,"12,043.15","12,132.00","12,285.45","11,994.85",55.51M,-0.54%
03-10-2014,"12,108.10","11,784.55","12,157.90","11,784.55",60.33M,1.88%
03-07-2014,"11,884.75","11,357.90","11,947.50","11,332.60",70.90M,5.38%
03-06-2014,"11,278.35","11,147.60","11,303.20","11,117.25",37.22M,1.62%
03-05-2014,"11,098.80","10,987.60","11,122.55","10,899.40",46.41M,1.55%
03-04-2014,"10,929.05","10,661.40","10,936.75","10,661.40",36.11M,2.60%
03-03-2014,"10,651.95","10,705.45","10,836.20","10,613.00",24.14M,-1.05%
02/28/2014,"10,764.70","10,793.60","10,793.60","10,688.95",23.18M,0.32%
02/26/2014,"10,730.40","10,659.20","10,758.65","10,659.20",20.14M,0.60%
02/25/2014,"10,666.75","10,742.15","10,768.95","10,611.75",19.07M,-0.16%
02/24/2014,"10,683.50","10,508.95","10,711.65","10,471.45",21.31M,1.22%
02/21/2014,"10,554.35","10,429.30","10,584.75","10,429.30",16.43M,1.21%
02/20/2014,"10,428.30","10,515.30","10,525.70","10,419.10",24.22M,-1.71%
02/19/2014,"10,609.60","10,548.35","10,630.15","10,520.30",20.19M,0.33%
02/18/2014,"10,575.20","10,324.35","10,618.85","10,296.25",26.09M,2.41%
02/17/2014,"10,326.55","10,217.15","10,358.00","10,205.80",20.00M,1.20%
02/14/2014,"10,203.75","10,169.00","10,229.45","10,064.75",28.28M,0.67%
02/13/2014,"10,135.70","10,360.70","10,386.65","10,113.80",25.80M,-2.06%
02-12-2014,"10,348.80","10,307.60","10,395.15","10,307.60",24.11M,1.01%
02-11-2014,"10,245.45","10,242.10","10,296.80","10,200.60",15.23M,0.31%
02-10-2014,"10,213.90","10,287.35","10,310.30","10,187.80",17.97M,-0.48%
02-07-2014,"10,263.20","10,311.95","10,321.10","10,180.85",23.14M,0.57%
02-06-2014,"10,205.20","10,257.10","10,321.50","10,107.80",34.76M,-0.26%
02-05-2014,"10,231.65","10,215.65","10,254.05","10,112.50",27.70M,0.40%
02-04-2014,"10,191.20","9,983.65","10,222.10","9,944.00",35.51M,0.88%
02-03-2014,"10,102.10","10,205.45","10,222.65","10,089.25",30.41M,-1.33%
01/31/2014,"10,237.75","10,193.55","10,266.45","10,130.30",44.12M,0.83%
01/30/2014,"10,153.15","10,287.85","10,314.25","10,101.20",47.85M,-2.73%
01/29/2014,"10,437.75","10,609.90","10,644.20","10,406.95",27.90M,-0.66%
01/28/2014,"10,507.60","10,541.50","10,708.00","10,333.40",46.68M,-0.31%
01/27/2014,"10,540.40","10,802.30","10,802.30","10,520.90",37.24M,-4.02%
01/24/2014,"10,982.40","11,063.20","11,132.70","10,972.10",26.15M,-1.93%
01/23/2014,"11,199.00","11,183.75","11,221.10","11,122.35",21.11M,-0.07%
01/22/2014,"11,207.35","11,164.25","11,248.35","11,094.80",21.62M,0.32%
01/21/2014,"11,171.50","11,067.05","11,190.10","11,036.40",22.37M,1.49%
01/20/2014,"11,007.50","10,909.90","11,022.45","10,876.25",17.59M,0.88%
01/17/2014,"10,911.35","11,080.10","11,081.95","10,893.75",30.59M,-1.63%
01/16/2014,"11,092.55","11,187.35","11,192.80","11,070.00",22.84M,-0.30%
01/15/2014,"11,125.40","11,000.20","11,164.10","10,986.10",35.90M,1.61%
01/14/2014,"10,948.90","10,989.15","11,065.65","10,922.60",21.57M,-0.66%
01/13/2014,"11,021.60","10,814.65","11,070.20","10,814.65",26.06M,2.00%
01-10-2014,"10,805.30","10,969.35","11,056.90","10,788.20",35.86M,-1.51%
01-09-2014,"10,970.45","11,068.90","11,090.25","10,925.15",29.45M,-0.75%
01-08-2014,"11,053.70","11,071.75","11,122.75","10,988.80",33.42M,0.15%
01-07-2014,"11,036.75","11,097.80","11,154.10","10,892.15",30.27M,-0.11%
01-06-2014,"11,049.05","11,174.35","11,174.35","10,996.95",20.46M,-1.19%
01-03-2014,"11,181.65","11,098.25","11,208.00","11,052.60",28.24M,-0.01%
01-02-2014,"11,183.20","11,383.80","11,578.90","11,150.20",39.94M,-1.78%
01-01-2014,"11,385.60","11,418.90","11,432.55","11,361.00",12.09M,0.00%
12/31/2013,"11,385.25","11,410.25","11,427.85","11,316.55",16.68M,0.08%
12/30/2013,"11,376.00","11,532.60","11,552.40","11,355.05",18.52M,-0.73%
12/27/2013,"11,459.70","11,409.25","11,514.45","11,409.25",21.15M,0.65%
12/26/2013,"11,385.75","11,335.80","11,426.45","11,317.45",30.30M,0.49%
12/24/2013,"11,330.65","11,399.15","11,405.00","11,287.30",23.58M,-0.42%
12/23/2013,"11,378.50","11,258.65","11,453.45","11,258.65",27.37M,0.76%
12/20/2013,"11,292.35","11,117.70","11,318.55","11,074.55",24.69M,1.85%
12/19/2013,"11,087.45","11,505.55","11,505.55","11,040.15",32.13M,-2.38%
12/18/2013,"11,357.90","11,129.65","11,572.30","11,117.45",49.40M,1.33%
12/17/2013,"11,208.65","11,412.70","11,418.10","11,178.00",25.52M,-1.44%
12/16/2013,"11,372.95","11,347.20","11,440.85","11,309.70",25.58M,0.05%
12/13/2013,"11,366.90","11,483.85","11,534.35","11,349.85",29.83M,-2.31%
12-12-2013,"11,635.50","11,736.25","11,781.70","11,622.70",26.80M,-1.26%
12-11-2013,"11,784.35","11,747.45","11,877.75","11,687.60",28.29M,-0.50%
12-10-2013,"11,843.45","12,041.00","12,067.45","11,774.95",37.39M,-1.84%
12-09-2013,"12,065.90","12,206.95","12,225.95","12,007.30",45.08M,2.95%
12-06-2013,"11,720.20","11,648.35","11,770.65","11,579.50",39.34M,0.47%
12-05-2013,"11,665.10","11,469.35","11,685.55","11,469.35",55.09M,4.56%
12-04-2013,"11,156.75","11,158.70","11,216.05","11,107.75",27.83M,-0.49%
12-03-2013,"11,211.30","11,250.70","11,310.70","11,174.50",24.26M,-0.65%
12-02-2013,"11,284.35","11,180.30","11,347.45","11,180.30",25.88M,1.17%
11/29/2013,"11,153.95","10,941.60","11,186.15","10,941.60",31.90M,2.27%
11/28/2013,"10,906.75","10,994.25","11,062.15","10,843.00",30.95M,0.07%
11/27/2013,"10,899.30","10,941.60","10,961.35","10,827.75",30.07M,-0.09%
11/26/2013,"10,909.35","11,040.65","11,133.40","10,893.30",66.60M,-1.57%
11/25/2013,"11,083.40","10,780.60","11,097.95","10,780.60",35.91M,3.80%
11/22/2013,"10,677.35","10,796.45","10,820.00","10,630.55",31.66M,-0.28%
11/21/2013,"10,706.90","10,866.30","10,866.30","10,657.85",37.51M,-2.37%
11/20/2013,"10,967.15","11,127.35","11,156.50","10,905.55",34.28M,-1.97%
11/19/2013,"11,187.85","11,159.05","11,207.70","11,107.35",36.56M,0.41%
11/18/2013,"11,142.30","10,962.25","11,156.60","10,962.25",35.56M,3.06%
11/14/2013,"10,811.20","10,660.65","10,891.90","10,660.65",36.31M,2.74%
11/13/2013,"10,523.35","10,469.10","10,652.30","10,412.05",55.02M,-0.56%
11-12-2013,"10,583.05","10,755.65","10,860.35","10,543.15",41.56M,-1.63%
11-11-2013,"10,758.45","10,786.25","10,940.50","10,674.50",40.18M,-1.42%
11-08-2013,"10,913.15","11,011.05","11,067.00","10,841.60",41.96M,-1.28%
11-07-2013,"11,054.90","11,320.85","11,398.60","11,024.75",44.22M,-2.10%
11-06-2013,"11,292.55","11,510.40","11,510.40","11,269.95",34.78M,-1.79%
11-05-2013,"11,498.90","11,539.75","11,736.20","11,462.10",58.83M,-1.30%
11-03-2013,"11,649.90","11,678.70","11,691.20","11,624.80",3.27M,0.18%
11-01-2013,"11,628.65","11,472.20","11,694.45","11,443.60",88.55M,1.36%
10/31/2013,"11,473.15","11,211.30","11,512.50","11,170.05",79.51M,1.99%
10/30/2013,"11,249.35","11,284.85","11,366.45","11,211.50",35.83M,0.07%
10/29/2013,"11,241.65","10,779.65","11,268.20","10,669.00",53.63M,4.35%
10/28/2013,"10,773.20","10,924.45","11,002.40","10,752.35",28.17M,-1.13%
10/25/2013,"10,896.50","10,880.85","10,951.75","10,797.60",30.35M,-0.05%
10/24/2013,"10,902.45","10,839.45","11,091.60","10,839.45",41.76M,0.20%
10/23/2013,"10,880.65","10,837.05","10,912.80","10,732.35",49.00M,0.66%
10/22/2013,"10,809.10","10,743.80","10,907.55","10,707.85",49.09M,0.11%
10/21/2013,"10,797.55","10,751.70","10,871.75","10,700.55",32.77M,0.49%
10/18/2013,"10,744.90","10,387.30","10,784.00","10,387.30",37.46M,3.95%
10/17/2013,"10,336.55","10,406.05","10,416.20","10,274.35",42.01M,-0.51%
10/15/2013,"10,389.25","10,738.20","10,738.20","10,339.10",38.03M,-2.59%
10/14/2013,"10,665.25","10,588.95","10,706.80","10,550.00",37.49M,0.41%
10-11-2013,"10,622.15","10,423.60","10,649.30","10,307.90",41.44M,3.24%
10-10-2013,"10,288.95","10,309.20","10,372.05","10,199.55",31.80M,-0.45%
10-09-2013,"10,334.95","10,004.40","10,360.35","9,947.25",41.71M,1.91%
10-08-2013,"10,141.45","10,418.85","10,451.15","10,090.60",41.85M,0.59%
10-07-2013,"10,082.10","10,124.15","10,124.15","9,877.45",30.28M,-1.13%
